Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Cluster
17,-1.1818181818181819,2,12,0.0,6.856328906378095,0.03739964754258887,7.178693434050508,0.0,0.13661858936856652,2
19,-1.1818181818181819,1,12,9.573969508752118,2.718478439088375,0.03739964754258887,6.63684990235397,0.0,-0.76682692344559,1
19,-1.1818181818181819,2,12,8.687521174477697,2.8188227578291523,0.03739964754258887,6.0087930798418645,0.0,-0.6812782813371531,1
20,-1.1818181818181819,1,12,0.0,0.0,0.03739964754258887,0.0,0.0,0.2617788462797013,0
20,-1.1818181818181819,2,12,0.0,0.0,0.03739964754258887,0.0,0.0,-0.6865556318204594,0
20,-1.1818181818181819,3,12,-0.1795595708639187,0.05455812428266929,0.03739964754258887,-0.2736154289810637,-0.10857605110346528,1.9050480779591574,0
24,-1.1818181818181819,1,12,0.0,0.0,0.03739964754258887,0.0,0.0,2.191773505621045,0
24,-1.1818181818181819,2,12,2.231902879728967,3.489424495818987,0.03739964754258887,1.434927963529576,2.658797413054293,1.2560096159884662,2
24,-1.1818181818181819,3,12,0.0233201581027668,0.29058042302016723,0.03739964754258887,-0.12987326939854268,0.12424697221165464,1.5015453307699738,0
38,-1.1818181818181819,1,12,0.0,0.0,0.03739964754258887,0.0,0.0,0.21330128171312557,0
38,-1.1818181818181819,2,12,1.0043478260869565,0.8153795704213805,0.03739964754258887,0.5651938835618585,1.2500658442063368,0.3731303417659279,0
38,-1.1818181818181819,3,12,0.23738001129305478,0.4603623544843417,0.03739964754258887,0.021790111335478347,0.3699002094472849,1.0811965820101905,0
40,-1.1818181818181819,1,12,0.0,0.0,0.03739964754258887,0.0,0.0,1.5911658661495987,0
40,-1.1818181818181819,2,12,2.5167701863354037,3.916461715035252,0.03739964754258887,1.636759078223096,2.985708671786489,1.3800850600385024,2
40,-1.1818181818181819,3,12,0.0,0.0,0.03739964754258887,0.0,0.0,2.3790731843168618,0
46,-1.1818181818181819,4,12,0.0,0.0,0.03739964754258887,0.0,0.0,0.0,0
51,-1.1818181818181819,4,12,-0.28091473743647655,0.4223643220200033,0.03739964754258887,-0.34542649952117654,-0.22489036417071837,4.5255231915988094,0
53,-1.1818181818181819,2,12,0.0,4.292015084440072,0.03739964754258887,9.51033288431171,0.0,-0.6368189110032784,1
0,-1.1818181818181819,4,13,3.7734613212874084,3.2870552549598293,0.0,2.5271363405856317,4.427876555700017,0.1558207420220291,1
5,-1.1818181818181819,4,13,9.290683229813665,1.7099524512215116,0.0,6.436138960348541,0.0,-1.043526785838234,1
7,-1.1818181818181819,4,13,4.898701298701298,2.4732743072634857,0.0,3.324379245166895,5.719192227457243,-0.582675138020517,1
9,-1.1818181818181819,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0
49,-1.1818181818181819,4,13,6.97673630717109,0.0,0.0,4.796686218992651,8.10392724110685,0.0,1
0,-1.1818181818181819,4,17,0.014229249011857707,-0.06919167076569929,0.0,-0.13631426235506533,0.11381432351871433,0.2851991763390379,0
1,-1.1818181818181819,1,17,-0.477244494635799,-0.5378340711592065,0.0,-0.4845279436816068,-0.45019669650210487,-0.2952724355986887,0
3,-1.1818181818181819,4,17,-0.2302653867871259,2.017010985407444,0.0,-0.30954096733483605,-0.16676560716719413,0.0,0
8,-1.1818181818181819,2,17,-0.5243929983060418,-0.5652156091162486,0.0,-0.5179330934871745,-0.504303911772944,-0.7139423080355493,0
11,-1.1818181818181819,1,17,-0.10011293054771316,-0.3366945400885391,0.0,-0.21732675140449623,-0.017403773395596216,-0.30849358945119887,0
13,-1.1818181818181819,4,17,-0.426369282891022,-0.5204951631414986,0.0,-0.44848238682553904,-0.3918127432577623,-0.5156250002478967,0
15,-1.1818181818181819,1,17,-0.11067193675889328,1.2893917035579603,0.0,-0.22480790471424614,-0.029521197653855965,0.0,0
16,-1.1818181818181819,2,17,-0.501072840203275,-0.5547630759140842,0.0,-0.5014105463378339,-0.4775418999084452,-0.5508814109619622,0
21,-1.1818181818181819,1,17,-0.2865047995482778,0.8558370224626988,0.0,-0.34938711009692647,-0.23130547113097355,0.0,0
23,-1.1818181818181819,1,17,-0.5232636928289102,-0.5649286768322676,0.0,-0.5171329701385382,-0.5030079305688521,-0.7800480772981001,0
24,-1.1818181818181819,1,17,0.44370412196499154,0.45392687325791115,0.0,0.16797264713134027,0.6066759754348853,0.5477335163691027,0
26,-1.1818181818181819,1,17,-0.2613777526821005,0.3178389899983604,0.0,-0.3315843655897676,-0.20246988933992752,4.825721156166211,0
26,-1.1818181818181819,4,17,-0.4774703557312253,-0.5366043613707165,0.0,-0.484687968351334,-0.4504558927429233,-0.36688701940715734,0
32,-1.1818181818181819,2,17,-0.4182947487295313,-0.5038940809968847,0.0,-0.4427615048827891,-0.3825464776485048,-0.33430631903091657,0
37,-1.1818181818181819,4,17,0.6463579898362507,7.653098868666994,0.0,0.31155478204413406,0.8392398025091867,0.0,2
39,-1.1818181818181819,2,17,-0.13568605307735743,-0.382726676504345,0.0,-0.24253063688654136,-0.058227181324492776,-0.5571771975034505,0
40,-1.1818181818181819,1,17,5.412365894974591,5.586858501393671,0.0,3.688315350294141,6.308669278138469,0.46085164913983245,1
43,-1.1818181818181819,1,17,-0.45121400338791645,-0.5376291195277915,0.0,-0.46608510049553886,-0.42032432974778533,-0.6006181317791434,0
44,-1.1818181818181819,1,17,-0.36775832862789387,-0.47413510411542875,0.0,-0.40695598503131225,-0.3245513187653898,-0.22287087979464945,0
45,-1.1818181818181819,1,17,-0.4753811405985319,-0.5324643384161338,0.0,-0.4832077401563568,-0.4480583275153531,-0.1435439566795885,0
46,-1.1818181818181819,4,17,-0.5214568040654998,-0.5566076405968191,0.0,-0.5158527727807201,-0.500934360642305,1.7478365393018442,0
48,-1.1818181818181819,4,17,-0.23178994918125354,0.13010329562223316,0.0,-0.3106211338554951,-0.16851518179271827,2.897321429397751,0
49,-1.1818181818181819,4,17,-0.30254093732354603,0.2985325463190687,0.0,-0.36074886164756276,-0.2497084042290793,0.0,0
50,-1.1818181818181819,2,17,-0.4841897233201581,-0.54513034923758,0.0,-0.4894487022757204,-0.4581669809072704,-0.544711538723419,0
51,-1.1818181818181819,4,17,-0.44697910784867306,-0.27373339891785536,0.0,-0.4630846379381525,-0.41546440023244047,0.0,0
53,-1.1818181818181819,2,17,-0.28402032749858835,-0.28324315461551075,0.0,-0.3476268387299265,-0.22845431248197123,0.469350961764111,0
0,-1.1818181818181819,4,29,-0.07108977978543196,-0.05660764059681915,1.1852359506559627,-0.19676358134454192,0.015902943549567086,0.8749292992187161,0
1,-1.1818181818181819,4,29,-0.32111801242236027,-0.4764305623872766,1.1852359506559627,-0.3739108907326308,-0.271027295036392,-0.333579881410375,0
2,-1.1818181818181819,1,29,-0.5143986448334275,-0.5619363830136088,1.1852359506559627,-0.5108520018517428,-0.49283447811673026,-0.7976762819940751,0
4,-1.1818181818181819,4,29,-0.18074534161490682,-0.35948516150188553,1.1852359506559627,-0.27445555849713194,-0.10993683136776185,0.859375000413161,0
6,-1.1818181818181819,4,29,-0.375098814229249,-0.5655435317265125,1.1852359506559627,-0.41215678679744855,-0.3329751965919875,-1.3617788468085474,0
8,-1.1818181818181819,4,29,-0.4888198757763975,-0.5639449090014756,1.1852359506559627,-0.4927292080051294,-0.4634805038440475,-1.2692307698409764,0
9,-1.1818181818181819,4,29,0.8444946357989837,0.0,1.1852359506559627,0.45193642356238256,1.0666197047671204,0.0,0
11,-1.1818181818181819,1,29,0.9420101637492941,1.5656665027053616,1.1852359506559627,0.5210270747171317,1.1785276817404609,1.2824519236934864,0
13,-1.1818181818181819,4,29,3.0896103896103897,1.7119609772093787,1.1852359506559627,2.042621646818887,3.6430951375621334,-0.11531784164197982,1
16,-1.1818181818181819,2,29,0.9129305477131564,0.1307591408427611,1.1852359506559627,0.5004238984897457,1.145156165735093,-0.5718149041210648,0
17,-1.1818181818181819,4,29,1.1461321287408244,1.0193474340055746,1.1852359506559627,0.6656493699831527,1.412776284380082,0.13221153852510154,0
19,-1.1818181818181819,1,29,-0.20734048560135518,-0.46105919003115264,1.1852359506559627,-0.2932984633575181,-0.1404571887241274,-0.7815170942459218,0
20,-1.1818181818181819,4,29,-0.472557876905703,-0.5473848171831448,1.1852359506559627,-0.48120743178476594,-0.44481837450512324,-0.7245192311175573,0
21,-1.1818181818181819,1,29,0.0,0.0,1.1852359506559627,0.0,0.0,0.0,0
22,-1.1818181818181819,2,29,0.9002823263692828,0.6007542220036072,1.1852359506559627,0.4914625169850184,1.1306411762492632,0.08710407251783836,0
23,-1.1818181818181819,4,29,0.4047995482778092,-0.39326119035907525,1.1852359506559627,0.14040839777081793,0.5620294229539173,-1.0292159762159692,0
24,-1.1818181818181819,4,29,1.4766798418972331,4.778898180029513,1.1852359506559627,0.8998454741290137,1.7921099828177973,2.1530140536793336,2
25,-1.1818181818181819,2,29,2.365047995482778,0.8704705689457288,1.1852359506559627,1.529262506333802,2.811593597016735,-0.48607183304618845,0
26,-1.1818181818181819,1,29,0.021005081874647093,3.0823085751762584,1.1852359506559627,-0.1315135222632472,0.12159021074326612,0.0,0
27,-1.1818181818181819,1,29,-0.4419536984754376,-0.5366863420232825,1.1852359506559627,-0.4595240890367207,-0.40969728387423127,-0.6360844018683098,0
27,-1.1818181818181819,2,29,-0.341501976284585,-0.4957370060665683,1.1852359506559627,-0.38835311717551696,-0.2944197557702518,-0.6440590660548361,0
27,-1.1818181818181819,3,29,0.036250705815923205,-0.5534103951467454,1.1852359506559627,-0.1207118570566564,0.13908595699850748,-1.3009615390870006,0
29,-1.1818181818181819,2,29,0.0,0.0,1.1852359506559627,0.0,0.0,-0.4377670940806573,0
29,-1.1818181818181819,4,29,-0.15838509316770186,-0.4214625348417773,1.1852359506559627,-0.2586131161941321,-0.08427640352674111,-0.8279747600134494,0
34,-1.1818181818181819,1,29,-0.4538678712591756,-0.5361124774553205,1.1852359506559627,-0.46796539036483425,-0.4233698855774014,-0.5883413464367027,0
37,-1.1818181818181819,4,29,0.0,0.0,1.1852359506559627,0.0,0.0,0.0,0
38,-1.1818181818181819,0,29,0.1857707509881423,0.06255123790785375,1.1852359506559627,-0.0147755256972031,0.3106738684202825,-0.0581730769510448,0
39,-1.1818181818181819,4,29,0.0,9.720691916707658,1.1852359506559627,0.0,0.0,-0.41205929551060544,2
40,-1.1818181818181819,0,29,0.0,0.0,1.1852359506559627,0.0,0.0,1.0672409190227121,0
40,-1.1818181818181819,3,29,0.0,0.0,1.1852359506559627,0.0,0.0,2.398170407282774,0
40,-1.1818181818181819,5,29,0.0,0.0,1.1852359506559627,0.0,0.0,1.2633547020496898,0
41,-1.1818181818181819,4,29,0.08373800112930548,-0.44285948516150186,1.1852359506559627,-0.08706667024649771,0.19358196663057425,-0.96844951969637,0
42,-1.1818181818181819,4,29,-0.41230942970073403,-0.1939252336448598,1.1852359506559627,-0.4385208511350164,-0.3756777772668174,4.718063189648107,0
43,-1.1818181818181819,4,29,6.696555618294749,3.0799721265781277,1.1852359506559627,4.598175616195972,7.782394304371636,-0.503138355530355,1
44,-1.1818181818181819,4,29,-0.2411631846414455,-0.4337596327266765,1.1852359506559627,-0.31726215764917687,-0.1792718257866815,-0.5332532049438719,0
45,-1.1818181818181819,1,29,-0.43828345567476,-0.5177898016068208,1.1852359506559627,-0.45692368815365253,-0.4054853449609324,0.2203525646492078,0
46,-1.1818181818181819,4,29,0.9305477131564088,0.0,1.1852359506559627,0.5129058227284727,1.1653734725189275,0.0,0
47,-1.1818181818181819,4,29,-0.5103896103896104,-0.5657894736842105,1.1852359506559627,-0.5080115639640838,-0.48823374484220383,-1.3617788468085474,0
51,-1.1818181818181819,4,29,0.17865612648221343,0.39973766191178883,1.1852359506559627,-0.019816302793612104,0.3025091868345032,0.8344017096559624,0
52,-1.1818181818181819,1,29,3.38531902879729,1.2574192490572225,1.1852359506559627,2.252133945659317,3.982447815853612,1.0510817312745584,1
52,-1.1818181818181819,2,29,0.4165443252399774,-0.13325955074602394,1.1852359506559627,0.14872968059663594,0.5755076274764738,-0.531049680183197,0
53,-1.1818181818181819,2,29,0.0,0.0,1.1852359506559627,0.0,0.0,1.1326121804724099,0
0,-1.0909090909090908,1,21,-0.522360248447205,-0.5648876865059846,0.36613961229684777,-0.5163921603364462,-0.5022470641845143,-0.8990384619706916,0
2,-1.0909090909090908,1,21,-0.5176736307171089,-0.5525495982948024,0.36613961229684777,-0.5129449965725724,-0.4972157307034669,1.5072115391861594,0
5,-1.0909090909090908,1,21,-0.5254093732354602,-0.5655435317265125,0.36613961229684777,-0.5186348933876412,-0.5055204618709788,-0.5949519233629578,0
10,-1.0909090909090908,1,21,-0.525974025974026,-0.5657894736842105,0.36613961229684777,-0.5190502143230478,-0.5061266466277314,-0.700721154183039,0
11,-1.0909090909090908,3,21,-0.5005081874647092,-0.5505820626332185,0.36613961229684777,-0.500319240136215,-0.4787877140981852,-0.2512019231976933,0
13,-1.0909090909090908,1,21,-0.5256352343308865,-0.5648876865059846,0.36613961229684777,-0.518801021761804,-0.5057629357736798,2.2740384626317494,0
17,-1.0909090909090908,2,21,-0.4670242800677583,-0.48130841121495327,0.36613961229684777,-0.47569070866660995,-0.4428409580227507,0.6742788464780187,0
31,-1.0909090909090908,1,21,-0.5246188594014681,-0.5482456140350878,0.36613961229684777,-0.5180534440780722,-0.504671803211525,0.0,0
38,-1.0909090909090908,1,21,-0.5197628458498024,-0.5508280045909165,0.36613961229684777,-0.5144816840335763,-0.4994586143034519,2.9615384629622783,0
40,-1.0909090909090908,1,21,-0.24686617730095992,-0.09370388588293163,0.36613961229684777,-0.31375707595161845,-0.20648952136487725,1.8906250009089542,0
40,-1.0909090909090908,2,21,0.2622247317899492,0.6728971962616822,0.36613961229684777,0.06069627941087537,0.34004665532334727,2.016225962507801,0
40,-1.0909090909090908,3,21,-0.20333145115753812,0.04340875553369405,0.36613961229684777,-0.28173583183177786,-0.1597526766192449,2.0096153855815455,0
43,-1.0909090909090908,1,21,-0.5177865612648221,-0.5609116248565339,0.36613961229684777,-0.5130280607596537,-0.49733696765481744,-0.2952724355986887,0
44,-1.0909090909090908,1,21,-0.5258610954263128,-0.5657074930316446,0.36613961229684777,-0.5189671501359665,-0.506005409676381,-0.3701923078702848,0
46,-1.0909090909090908,1,21,-0.3730660643704122,8.959050664043286,0.36613961229684777,-0.4065813050149696,-0.34197181449910324,0.0,2
49,-1.0909090909090908,1,21,-0.4894409937888199,0.2174946712575832,0.36613961229684777,-0.49217894980224774,-0.46690649286583247,0.0,0
0,-1.0909090909090908,4,2,3.6781479390175043,1.7031890473848172,2.1672214607401608,2.5732218102459936,4.007221959774415,-0.3247805186657599,1
1,-1.0909090909090908,1,2,-0.09373235460191982,-0.34493359567142157,2.1672214607401608,-0.20112203826937766,-0.04209221533354791,-0.4242265885453013,0
3,-1.0909090909090908,4,2,1.838961038961039,0.0,2.1672214607401608,1.2204384594399655,2.0327569700795562,0.0,0
8,-1.0909090909090908,1,2,-0.428514963297572,-0.5368093130021315,2.1672214607401608,-0.4473658208718872,-0.40149915761221733,-0.817822803157607,0
9,-1.0909090909090908,4,2,0.6125917560700169,0.0,2.1672214607401608,0.3184029198306041,0.7161842968883909,0.0,0
11,-1.0909090909090908,1,2,-0.43280632411067194,-0.5350467289719626,2.1672214607401608,-0.4505222599809765,-0.40610616176353775,-0.8340823579731166,0
13,-1.0909090909090908,4,2,0.30530773574251835,-0.16863420232825052,2.1672214607401608,0.09238526678239072,0.38629855226357745,-0.5196488293363697,0
16,-1.0909090909090908,2,2,-0.3565782044042914,-0.5042220036071487,2.1672214607401608,-0.3944539337011,-0.32427121960192473,-0.7530048086552908,0
21,-1.0909090909090908,1,2,3.9178430265386788,0.0,2.1672214607401608,2.7495255473260496,4.264547389015932,0.0,1
23,-1.0909090909090908,2,2,0.05110107284020327,-0.35218888342351207,2.1672214607401608,-0.09459221833761228,0.11339417477351682,-0.7259615386903662,0
24,-1.0909090909090908,1,2,0.5924901185770751,0.006599442531562551,2.1672214607401608,0.3036174945301329,0.6946041195479951,-0.5570129603639487,0
26,-1.0909090909090908,1,2,-0.22907961603613777,0.4844646663387441,2.1672214607401608,-0.30067446648631396,-0.1873947015271675,5.130468752466571,0
29,-1.0909090909090908,1,2,-0.031846414455110106,-0.382275782915232,2.1672214607401608,-0.15560286374882604,0.02434563400654675,-0.6735443373430502,0
31,-1.0909090909090908,4,2,-0.0696781479390175,0.18597311034595834,2.1672214607401608,-0.18342936642106106,-0.016268744695883363,1.732545987972378,0
32,-1.0909090909090908,2,2,6.03184641445511,1.9890965732087227,2.1672214607401608,4.304445597394419,6.534042499822324,-0.6897993308604805,1
37,-1.0909090909090908,4,2,3.8193675889328063,0.0,2.1672214607401608,2.6770935761911576,4.158828767438263,0.0,1
39,-1.0909090909090908,2,2,0.0,4.993728480078701,2.1672214607401608,0.0,0.0,-0.7357859533585509,2
40,-1.0909090909090908,0,2,0.0,0.0,2.1672214607401608,0.0,0.0,0.033915133910536084,0
40,-1.0909090909090908,3,2,0.0,0.0,2.1672214607401608,8.78044238245727,0.0,0.8662729933251311,1
40,-1.0909090909090908,5,2,0.0,0.0,2.1672214607401608,0.0,0.0,0.483434364895882,0
43,-1.0909090909090908,1,2,0.37396950875211743,-0.22929988522708641,2.1672214607401608,0.14288829252782026,0.4600106186847045,-0.7202654689760892,0
44,-1.0909090909090908,1,2,0.06945228684359118,-0.34243318576815873,2.1672214607401608,-0.08109428793690127,0.1330951793679792,-0.6724759623425365,0
46,-1.0909090909090908,4,2,1.2001129305477132,0.0,2.1672214607401608,0.7505443531210596,1.346919536289564,0.0,0
48,-1.0909090909090908,4,2,0.0065499717673630714,0.7637727496310871,2.1672214607401608,-0.12736104014118454,0.06556619746572967,3.1805497508079568,0
49,-1.0909090909090908,4,2,-0.3680971202710333,-0.022257747171667487,2.1672214607401608,-0.40292648078339244,-0.33663738863967957,4.515311456617938,0
50,-1.0909090909090908,4,2,-0.44336533032185205,-0.5358255451713395,2.1672214607401608,-0.45828876147307795,-0.41744181671481306,-0.6087740381532568,0
51,-1.0909090909090908,4,2,0.07972896668548843,-0.2618462042957862,2.1672214607401608,-0.07353544691250312,0.1441277419408781,-0.47998536777883916,0
53,-1.0909090909090908,2,2,4.532693393562959,3.144162977537301,2.1672214607401608,3.20176851389018,4.924621970643934,-0.04026442249531943,1
0,-1.0909090909090908,4,6,-0.4413890457368718,-0.49122807017543857,0.0,-0.4568351381991552,-0.4153201700661786,0.23798076934518297,0
3,-1.0909090909090908,4,6,-0.4188029361942405,0.02443023446466634,0.0,-0.4402223007828955,-0.3910727797960711,0.0,0
5,-1.0909090909090908,4,6,-0.5119706380575946,-0.5629611411706837,0.0,-0.5087502551249667,-0.49109326466026476,-0.9915865389382628,0
7,-1.0909090909090908,4,6,2.4595143986448336,0.049024430234464664,0.0,1.676876167451701,2.698954017750762,-0.9915865389382628,0
9,-1.0909090909090908,4,6,0.8775268210050818,0.0,0.0,0.5132715027233304,1.0006061847567527,0.0,0
17,-1.0909090909090908,1,6,-0.5063241106719367,-0.5489424495818986,0.0,-0.5045970457709019,-0.4850314170927379,0.19831730778765244,0
17,-1.0909090909090908,2,6,-0.46691134952004515,-0.47876701098540747,0.0,-0.4756076444795287,-0.4427197210714002,1.3221153852510168,0
32,-1.0909090909090908,2,6,-0.03647656691134952,-0.18789965568125921,0.0,-0.15900849541915926,0.019374919001174756,0.03966346155753055,0
34,-1.0909090909090908,1,6,-0.45832862789384526,-0.5525495982948024,0.0,-0.46929476626134997,-0.4335057127687593,-1.004807692790773,0
38,-1.0909090909090908,1,6,-0.38492377188029364,-0.4643384161337924,0.0,-0.4153030446585059,-0.3547016943909097,-0.052884615410040726,0
40,-1.0909090909090908,1,6,1.7889892715979672,3.7073700606656828,0.0,1.183682556656491,1.9791096191069435,1.9963942317290357,2
40,-1.0909090909090908,2,6,0.3456804065499718,1.3576405968191507,0.0,0.12208071366395495,0.4296407623713948,2.657451924354544,0
46,-1.0909090909090908,4,6,-0.4515527950310559,2.057550418101328,0.0,-0.4643109150364721,-0.42623149568772706,0.0,0
0,-1.0909090909090908,4,12,5.010163749294184,0.0,0.025846876835715772,3.55296389686991,5.4372118009540085,0.0,1
1,-1.0909090909090908,1,12,0.0,8.511600262338089,0.025846876835715772,0.0,0.0,-0.8318309303278033,2
2,-1.0909090909090908,1,12,0.0,11.002910313166092,0.025846876835715772,0.0,0.0,-0.5661764707048926,2
2,-1.0909090909090908,2,12,-0.5006211180124224,-0.543859649122807,0.025846876835715772,-0.5004023043232962,-0.47890895104953574,0.21153846164016263,0
2,-1.0909090909090908,3,12,-0.47831733483907396,-0.5454172815215609,0.025846876835715772,-0.4839971273747398,-0.4549646531578045,-0.5817307695104476,0
5,-1.0909090909090908,4,12,-0.27837380011293056,-0.14190850959173634,0.025846876835715772,-0.3369319841473008,-0.24031463079167728,1.5971153853832285,0
6,-1.0909090909090908,4,12,0.615527950310559,-0.5185686178061978,0.025846876835715772,0.3205625886947178,0.7193364576235048,-1.2824519236934864,0
8,-1.0909090909090908,1,12,1.0123658949745906,0.3869896704377767,0.025846876835715772,0.6124501420984009,1.145363104669295,-0.26201923065481697,0
9,-1.0909090909090908,4,12,0.0,0.0,0.025846876835715772,0.0,0.0,0.0,0
10,-1.0909090909090908,4,12,0.48661773009599096,-0.4435973110345958,0.025846876835715772,0.22574481914141556,0.5809444776568659,-1.2057692313489274,0
11,-1.0909090909090908,1,12,0.0,0.0,0.025846876835715772,0.0,0.0,0.6961224918010203,0
13,-1.0909090909090908,4,12,9.091022021456805,5.4391703557960325,0.025846876835715772,6.554571361239714,9.818230274957044,0.12388710871340719,1
14,-1.0909090909090908,4,12,-0.3242800677583286,-0.44146581406788,0.025846876835715772,-0.37069757619584864,-0.2895974515156709,0.5677319011142942,0
15,-1.0909090909090908,1,12,-0.30609824957651044,1.5316035415641909,0.025846876835715772,-0.3573242420757595,-0.2700783023482343,0.0,0
16,-1.0909090909090908,2,12,0.0,7.7350385309067065,0.025846876835715772,0.0,0.0,-0.6035744148334493,2
17,-1.0909090909090908,1,12,0.0,0.0,0.025846876835715772,0.0,0.0,-0.22899038472547617,0
